"銘柄コード","銘柄名","直後基準日","直近制限措置","直近臨時措置","直近特別措置","申込日","市場区分","貸借区分","融資新規（株）","融資返済（株）","融資残高（株）","貸株新規（株）","貸株返済（株）","貸株残高（株）","差引残高（株）","貸借値段（円）","品貸料率（品貸日数分/円）","品貸日数","品貸料率（年率換算/％）","最高料率（品貸日数分/円）","最低料率（品貸日数分/円）","応札ランク","制限措置","臨時措置","特別措置","新株引受・権利入札"
"8411","みずほフィナンシャルグループ","20260331","","","","20260218","東証","貸借","","","","","","","","","","","","","","","","","",""
"8411","みずほフィナンシャルグループ","20260331","","","","20260217","東証","貸借","155200","2200","1023400","700","12500","11200","1012200","7000.00","","1","","14.00","0.00","","","","",""
"8411","みずほフィナンシャルグループ","20260331","","","","20260216","東証","貸借","358900","3000","870400","1000","11800","23000","847400","7275.00","-","1","-","14.60","0.00","-","","","",""
"8411","みずほフィナンシャルグループ","20260331","","","","20260213","東証","貸借","256200","19100","514500","5600","4800","33800","480700","7681.00","-","1","-","15.40","0.00","-","","","",""
"8411","みずほフィナンシャルグループ","20260331","","","","20260212","東証","貸借","30300","0","277400","5300","1700","33000","244400","7867.00","-","1","-","15.80","0.00","-","","","",""
"8411","みずほフィナンシャルグループ","20260331","","","","20260210","東証","貸借","6300","6600","247100","5000","39000","29400","217700","7818.00","-","3","-","47.40","0.00","-","","","",""
"8411","みずほフィナンシャルグループ","20260331","","","","20260209","東証","貸借","5000","25700","247400","18900","5500","63400","184000","7559.00","-","1","-","15.20","0.00","-","","","",""
"8411","みずほフィナンシャルグループ","20260331","","","","20260206","東証","貸借","4900","10600","268100","22200","0","50000","218100","7347.00","-","2","-","29.60","0.00","-","","","",""
"8411","みずほフィナンシャルグループ","20260331","","","","20260205","東証","貸借","24800","7100","273800","300","20000","27800","246000","7111.00","-","1","-","14.40","0.00","-","","","",""
"8411","みずほフィナンシャルグループ","20260331","","","","20260204","東証","貸借","400","14800","256100","3300","6900","47500","208600","7252.00","-","3","-","43.80","0.00","-","","","",""
"8411","みずほフィナンシャルグループ","20260331","","","","20260203","東証","貸借","400","506000","270500","26100","372400","51100","219400","6961.00","-","1","-","14.00","0.00","-","","","",""
"8411","みずほフィナンシャルグループ","20260331","","","","20260202","東証","貸借","460400","99900","776100","0","18200","397400","378700","6560.00","-","1","-","13.20","0.00","-","","","",""
"8411","みずほフィナンシャルグループ","20260331","","","","20260130","東証","貸借","92700","377200","415600","18200","0","415600","0","6783.00","*****","1","*****","13.60","0.00","-","","","",""
"8411","みずほフィナンシャルグループ","20260331","","","","20260129","東証","貸借","382500","92200","700100","0","12400","397400","302700","6673.00","-","1","-","13.40","0.00","-","","","",""
"8411","みずほフィナンシャルグループ","20260331","","","","20260128","東証","貸借","89200","416400","409800","4000","0","409800","0","6613.00","*****","3","*****","40.20","0.00","-","","","",""
"8411","みずほフィナンシャルグループ","20260331","","","","20260127","東証","貸借","22500","17400","737000","11200","0","405800","331200","6582.00","-","1","-","13.20","0.00","-","","","",""
"8411","みずほフィナンシャルグループ","20260331","","","","20260126","東証","貸借","426100","62700","731900","0","20300","394600","337300","6523.00","-","1","-","13.20","0.00","-","","","",""
"8411","みずほフィナンシャルグループ","20260331","","","","20260123","東証","貸借","88300","350600","368500","6100","3500","414900","-46400","6731.00","0.00","1","0.00","13.60","0.00","F","","","",""
"8411","みずほフィナンシャルグループ","20260331","","","","20260122","東証","貸借","1600","73300","630800","14300","0","412300","218500","6609.00","-","1","-","13.40","0.00","-","","","",""
"8411","みずほフィナンシャルグループ","20260331","","","","20260121","東証","貸借","450400","3800","702500","358600","7400","398000","304500","6557.00","-","3","-","39.60","0.00","-","","","",""
"8411","みずほフィナンシャルグループ","20260331","","","","20260120","東証","貸借","52600","7700","255900","4600","72700","46800","209100","6826.00","-","1","-","13.80","0.00","-","","","",""
"8411","みずほフィナンシャルグループ","20260331","","","","20260119","東証","貸借","16000","29300","211000","72700","22100","114900","96100","6856.00","-","1","-","13.80","0.00","-","","","",""
"8411","みずほフィナンシャルグループ","20260331","","","","20260116","東証","貸借","3200","41100","224300","16000","13800","64300","160000","6849.00","-","1","-","13.80","0.00","-","","","",""
"8411","みずほフィナンシャルグループ","20260331","","","","20260115","東証","貸借","68800","400","262200","3100","38700","62100","200100","6766.00","-","1","-","13.60","0.00","-","","","",""
"8411","みずほフィナンシャルグループ","20260331","","","","20260114","東証","貸借","17900","53200","193800","65900","8200","97700","96100","6726.00","-","3","-","40.80","0.00","-","","","",""
"8411","みずほフィナンシャルグループ","20260331","","","","20260113","東証","貸借","13800","11700","229100","6900","5700","40000","189100","6529.00","-","1","-","13.20","0.00","-","","","",""
"8411","みずほフィナンシャルグループ","20260331","","","","20260109","東証","貸借","1000","20500","227000","18100","300","38800","188200","6195.00","-","1","-","12.40","0.00","-","","","",""
"8411","みずほフィナンシャルグループ","20260331","","","","20260108","東証","貸借","15400","1900","246500","100","2200","21000","225500","6060.00","-","1","-","12.20","0.00","-","","","",""
"8411","みずほフィナンシャルグループ","20260331","","","","20260107","東証","貸借","14800","7300","233000","3100","5000","23100","209900","6137.00","-","4","-","49.60","0.00","-","","","",""
"8411","みずほフィナンシャルグループ","20260331","","","","20260106","東証","貸借","6800","43100","225500","18200","9100","25000","200500","6172.00","-","1","-","12.40","0.00","-","","","",""
"8411","みずほフィナンシャルグループ","20260331","","","","20260105","東証","貸借","200","63600","261800","10000","1000","15900","245900","5874.00","-","1","-","11.80","0.00","-","","","",""
"8411","みずほフィナンシャルグループ","20260331","","","","20251230","東証","貸借","1400","172100","325200","2600","491600","6900","318300","5700.00","-","1","-","11.40","0.00","-","","","",""
"8411","みずほフィナンシャルグループ","20260331","","","","20251229","東証","貸借","3200","16900","495900","4400","18100","495900","0","5707.00","*****","1","*****","11.60","0.00","-","","","",""
"8411","みずほフィナンシャルグループ","20260331","","","","20251226","東証","貸借","169400","2900","509600","505600","4800","509600","0","5667.00","*****","6","*****","68.40","0.00","-","","","",""
"8411","みずほフィナンシャルグループ","20260331","","","","20251225","東証","貸借","18000","11300","343100","0","200","8800","334300","5698.00","-","1","-","11.40","0.00","-","","","",""
"8411","みずほフィナンシャルグループ","20260331","","","","20251224","東証","貸借","29000","58500","336400","4800","361700","9000","327400","5714.00","-","3","-","34.80","0.00","-","","","",""
"8411","みずほフィナンシャルグループ","20260331","","","","20251223","東証","貸借","7500","24400","365900","2800","19700","365900","0","5770.00","*****","1","*****","11.60","0.00","-","","","",""
