"銘柄コード","銘柄名","直後基準日","直近制限措置","直近臨時措置","直近特別措置","申込日","市場区分","貸借区分","融資新規（株）","融資返済（株）","融資残高（株）","貸株新規（株）","貸株返済（株）","貸株残高（株）","差引残高（株）","貸借値段（円）","品貸料率（品貸日数分/円）","品貸日数","品貸料率（年率換算/％）","最高料率（品貸日数分/円）","最低料率（品貸日数分/円）","応札ランク","制限措置","臨時措置","特別措置","新株引受・権利入札"
"4478","フリー","20260630","","","","20260218","東証","貸借","","","","","","","","","","","","","","","","","",""
"4478","フリー","20260630","","","","20260217","東証","貸借","900","82900","28500","8300","5700","254000","-225500","2224.00","","1","","4.60","0.00","","","","",""
"4478","フリー","20260630","","","","20260216","東証","貸借","3100","47600","110500","0","22200","251400","-140900","2247.00","0.10","1","1.62","4.60","0.00","F","","","",""
"4478","フリー","20260630","","","","20260213","東証","貸借","39900","3200","155000","37800","2700","273600","-118600","2136.00","0.10","1","1.70","4.40","0.00","F","","","",""
"4478","フリー","20260630","","","","20260212","東証","貸借","89900","8100","118300","203900","700","238500","-120200","2352.00","0.00","1","0.00","4.80","0.00","F","","","",""
"4478","フリー","20260630","","","","20260210","東証","貸借","14100","17100","36500","0","4200","35300","1200","2401.00","-","3","-","15.00","0.00","-","","","",""
"4478","フリー","20260630","","","","20260209","東証","貸借","1900","2000","39500","100","200","39500","0","2310.00","*****","1","*****","4.80","0.00","-","","","",""
"4478","フリー","20260630","","","","20260206","東証","貸借","1800","400","39600","2500","1100","39600","0","2286.00","*****","2","*****","9.20","0.00","-","","","",""
"4478","フリー","20260630","","","","20260205","東証","貸借","6800","3200","38200","6200","2600","38200","0","2323.00","*****","1","*****","4.80","0.00","-","","","",""
"4478","フリー","20260630","","","","20260204","東証","貸借","14000","1900","34600","12300","200","34600","0","2275.00","*****","3","*****","13.80","0.00","-","","","",""
"4478","フリー","20260630","","","","20260203","東証","貸借","600","600","22500","1000","1000","22500","0","2601.00","*****","1","*****","5.40","0.00","-","","","",""
"4478","フリー","20260630","","","","20260202","東証","貸借","1500","800","22500","2400","700","22500","0","2595.00","*****","1","*****","5.20","0.00","-","","","",""
"4478","フリー","20260630","","","","20260130","東証","貸借","100","1800","21800","3600","1900","20800","1000","2711.00","-","1","-","5.60","0.00","-","","","",""
"4478","フリー","20260630","","","","20260129","東証","貸借","300","4100","23500","5400","500","19100","4400","2732.00","-","1","-","5.60","0.00","-","","","",""
"4478","フリー","20260630","","","","20260128","東証","貸借","200","200","27300","1300","300","14200","13100","2954.00","-","3","-","18.00","0.00","-","","","",""
"4478","フリー","20260630","","","","20260127","東証","貸借","200","0","27300","400","500","13200","14100","2918.00","-","1","-","6.00","0.00","-","","","",""
"4478","フリー","20260630","","","","20260126","東証","貸借","600","0","27100","1800","200","13300","13800","2906.00","-","1","-","6.00","0.00","-","","","",""
"4478","フリー","20260630","","","","20260123","東証","貸借","200","500","26500","700","200","11700","14800","2958.00","-","1","-","6.00","0.00","-","","","",""
"4478","フリー","20260630","","","","20260122","東証","貸借","0","2800","26800","300","1900","11200","15600","2966.00","-","1","-","6.00","0.00","-","","","",""
"4478","フリー","20260630","","","","20260121","東証","貸借","600","4100","29600","1200","0","12800","16800","2956.00","-","3","-","18.00","0.00","-","","","",""
"4478","フリー","20260630","","","","20260120","東証","貸借","2700","900","33100","700","200","11600","21500","2900.00","-","1","-","5.80","0.00","-","","","",""
"4478","フリー","20260630","","","","20260119","東証","貸借","3300","0","31300","700","0","11100","20200","3000.00","-","1","-","6.00","0.00","-","","","",""
"4478","フリー","20260630","","","","20260116","東証","貸借","200","100","28000","200","4900","10400","17600","3055.00","-","1","-","6.20","0.00","-","","","",""
"4478","フリー","20260630","","","","20260115","東証","貸借","5000","7800","27900","4700","400","15100","12800","3210.00","-","1","-","6.60","0.00","-","","","",""
"4478","フリー","20260630","","","","20260114","東証","貸借","600","0","30700","2200","100","10800","19900","3055.00","-","3","-","18.60","0.00","-","","","",""
"4478","フリー","20260630","","","","20260113","東証","貸借","900","0","30100","100","2200","8700","21400","3085.00","-","1","-","6.20","0.00","-","","","",""
"4478","フリー","20260630","","","","20260109","東証","貸借","0","2400","29200","100","700","10800","18400","3050.00","-","1","-","6.20","0.00","-","","","",""
"4478","フリー","20260630","","","","20260108","東証","貸借","300","200","31600","0","300","11400","20200","3060.00","-","1","-","6.20","0.00","-","","","",""
"4478","フリー","20260630","","","","20260107","東証","貸借","0","2200","31500","100","100","11700","19800","3015.00","-","4","-","24.80","0.00","-","","","",""
"4478","フリー","20260630","","","","20260106","東証","貸借","0","3800","33700","0","400","11700","22000","2944.00","-","1","-","6.00","0.00","-","","","",""
"4478","フリー","20260630","","","","20260105","東証","貸借","300","11100","37500","100","0","12100","25400","2955.00","-","1","-","6.00","0.00","-","","","",""
"4478","フリー","20260630","","","","20251230","東証","貸借","1400","0","48300","1600","200","12000","36300","3005.00","-","1","-","6.20","0.00","-","","","",""
"4478","フリー","20260630","","","","20251229","東証","貸借","1600","600","46900","200","200","10600","36300","3025.00","-","1","-","6.20","0.00","-","","","",""
"4478","フリー","20260630","","","","20251226","東証","貸借","400","0","45900","1300","5000","10600","35300","3050.00","-","6","-","148.80","0.00","-","","","",""
"4478","フリー","20260630","","","","20251225","東証","貸借","1400","2900","45500","1100","400","14300","31200","3030.00","-","1","-","12.40","0.00","-","","","",""
"4478","フリー","20260630","","","","20251224","東証","貸借","11000","200","47000","5200","0","13600","33400","2980.00","-","3","-","36.00","0.00","-","","","",""
"4478","フリー","20260630","","","","20251223","東証","貸借","400","0","36200","0","600","8400","27800","2896.00","-","1","-","11.60","0.00","-","","","",""
"4478","フリー","20260630","","","","20251222","東証","貸借","1000","0","35800","300","100","9000","26800","2894.00","-","1","-","11.60","0.00","-","","","",""
"4478","フリー","20260630","","","","20251219","東証","貸借","1300","0","34800","100","1200","8800","26000","2964.00","-","1","-","12.00","0.00","-","","","",""
"4478","フリー","20260630","","","","20251218","東証","貸借","0","2900","33500","900","3500","9900","23600","2972.00","-","1","-","6.00","0.00","-","","","",""
"4478","フリー","20260630","","","","20251217","東証","貸借","1300","200","36400","4000","0","12500","23900","2886.00","-","3","-","17.40","0.00","-","","","",""
"4478","フリー","20260630","","","","20251216","東証","貸借","1900","0","35300","100","100","8500","26800","2916.00","-","1","-","6.00","0.00","-","","","",""
"4478","フリー","20260630","","","","20251215","東証","貸借","100","2100","33400","100","1200","8500","24900","2991.00","-","1","-","6.00","0.00","-","","","",""
"4478","フリー","20260630","","","","20251212","東証","貸借","2200","0","35400","200","600","9600","25800","2956.00","-","1","-","6.00","0.00","-","","","",""
"4478","フリー","20260630","","","","20251211","東証","貸借","0","2400","33200","400","4100","10000","23200","2916.00","-","1","-","6.00","0.00","-","","","",""
