"銘柄コード","銘柄名","直後基準日","直近制限措置","直近臨時措置","直近特別措置","申込日","市場区分","貸借区分","融資新規（株）","融資返済（株）","融資残高（株）","貸株新規（株）","貸株返済（株）","貸株残高（株）","差引残高（株）","貸借値段（円）","品貸料率（品貸日数分/円）","品貸日数","品貸料率（年率換算/％）","最高料率（品貸日数分/円）","最低料率（品貸日数分/円）","応札ランク","制限措置","臨時措置","特別措置","新株引受・権利入札"
"8058","三菱商事","20260331","","","","20250708","東証","貸借","6700","1600","271400","9100","700","35000","236400","2893.00","-","1","-","5.80","0.00","-","","","",""
"8058","三菱商事","20260331","","","","20250707","東証","貸借","5200","6800","266300","300","7800","26600","239700","2903.50","-","1","-","6.00","0.00","-","","","",""
"8058","三菱商事","20260331","","","","20250704","東証","貸借","1000","33500","267900","3300","18700","34100","233800","2919.50","-","1","-","6.00","0.00","-","","","",""
"8058","三菱商事","20260331","","","","20250703","東証","貸借","14500","5500","300400","4100","6300","49500","250900","2946.50","-","1","-","6.00","0.00","-","","","",""
"8058","三菱商事","20260331","","","","20250702","東証","貸借","1600","13000","291400","6400","0","51700","239700","2908.00","-","3","-","18.00","0.00","-","","","",""
"8058","三菱商事","20260331","","","","20250701","東証","貸借","300","22300","302800","28700","100","45300","257500","2887.00","-","1","-","5.80","0.00","-","","","",""
"8058","三菱商事","20260331","","","","20250630","東証","貸借","11100","31900","324800","1400","300","16700","308100","2888.00","-","1","-","5.80","0.00","-","","","",""
"8058","三菱商事","20260331","","","","20250627","東証","貸借","3400","56700","345600","100","53200","15600","330000","2868.00","-","1","-","5.80","0.00","-","","","",""
"8058","三菱商事","20260331","","","","20250626","東証","貸借","200","17900","398900","53200","600","68700","330200","2854.00","-","1","-","5.80","0.00","-","","","",""
"8058","三菱商事","20260331","","","","20250625","東証","貸借","7500","7700","416600","500","200","16100","400500","2771.00","-","3","-","16.80","0.00","-","","","",""
"8058","三菱商事","20260331","","","","20250624","東証","貸借","11400","2300","416800","100","3000","15800","401000","2804.50","-","1","-","5.80","0.00","-","","","",""
"8058","三菱商事","20260331","","","","20250623","東証","貸借","3900","70900","407700","3300","700","18700","389000","2808.00","-","1","-","5.80","0.00","-","","","",""
"8058","三菱商事","20260331","","","","20250620","東証","貸借","14000","1400","474700","0","8100","16100","458600","2813.50","-","1","-","5.80","0.00","-","","","",""
"8058","三菱商事","20260331","","","","20250619","東証","貸借","9100","1700","462100","2200","10300","24200","437900","2853.00","-","1","-","5.80","0.00","-","","","",""
"8058","三菱商事","20260331","","","","20250618","東証","貸借","0","24900","454700","1600","10000","32300","422400","2878.50","-","3","-","17.40","0.00","-","","","",""
"8058","三菱商事","20260331","","","","20250617","東証","貸借","35600","0","479600","0","34700","40700","438900","2857.00","-","1","-","5.80","0.00","-","","","",""
"8058","三菱商事","20260331","","","","20250616","東証","貸借","2700","6100","444000","46200","0","75400","368600","2889.00","-","1","-","5.80","0.00","-","","","",""
"8058","三菱商事","20260331","","","","20250613","東証","貸借","6200","10500","447400","0","100","29200","418200","2845.50","-","1","-","5.80","0.00","-","","","",""
"8058","三菱商事","20260331","","","","20250612","東証","貸借","6600","1700","451700","0","54800","29300","422400","2857.00","-","1","-","5.80","0.00","-","","","",""
"8058","三菱商事","20260331","","","","20250611","東証","貸借","800","6500","446800","9900","5700","84100","362700","2877.00","-","3","-","17.40","0.00","-","","","",""
"8058","三菱商事","20260331","","","","20250610","東証","貸借","800","6600","452500","31100","2800","79900","372600","2853.50","-","1","-","5.80","0.00","-","","","",""
"8058","三菱商事","20260331","","","","20250609","東証","貸借","11100","200","458300","2800","56500","51600","406700","2844.00","-","1","-","5.80","0.00","-","","","",""
"8058","三菱商事","20260331","","","","20250606","東証","貸借","12200","7200","447400","55400","0","105300","342100","2874.50","-","1","-","5.80","0.00","-","","","",""
"8058","三菱商事","20260331","","","","20250605","東証","貸借","200","7900","442400","0","2500","49900","392500","2861.00","-","1","-","5.80","0.00","-","","","",""
"8058","三菱商事","20260331","","","","20250604","東証","貸借","2500","26100","450100","2800","0","52400","397700","2882.00","-","3","-","17.40","0.00","-","","","",""
"8058","三菱商事","20260331","","","","20250603","東証","貸借","35200","2600","473700","0","7600","49600","424100","2865.50","-","1","-","5.80","0.00","-","","","",""
"8058","三菱商事","20260331","","","","20250602","東証","貸借","71500","900","441100","0","13400","57200","383900","2904.00","-","1","-","6.00","0.00","-","","","",""
"8058","三菱商事","20260331","","","","20250530","東証","貸借","4600","16800","370500","4200","100","70600","299900","2935.00","-","1","-","6.00","0.00","-","","","",""
"8058","三菱商事","20260331","","","","20250529","東証","貸借","53300","99200","382700","2700","8700","66500","316200","2935.00","-","1","-","6.00","0.00","-","","","",""
"8058","三菱商事","20260331","","","","20250528","東証","貸借","26300","1600","428600","1600","1300","72500","356100","2913.00","-","3","-","18.00","0.00","-","","","",""
"8058","三菱商事","20260331","","","","20250527","東証","貸借","400","16600","403900","17200","0","72200","331700","2939.50","-","1","-","6.00","0.00","-","","","",""
"8058","三菱商事","20260331","","","","20250526","東証","貸借","5200","13700","420100","1100","25000","55000","365100","2915.00","-","1","-","6.00","0.00","-","","","",""
"8058","三菱商事","20260331","","","","20250523","東証","貸借","1000","15100","428600","26300","0","78900","349700","2927.00","-","1","-","6.00","0.00","-","","","",""
