"銘柄コード","銘柄名","直後基準日","直近制限措置","直近臨時措置","直近特別措置","申込日","市場区分","貸借区分","融資新規（株）","融資返済（株）","融資残高（株）","貸株新規（株）","貸株返済（株）","貸株残高（株）","差引残高（株）","貸借値段（円）","品貸料率（品貸日数分/円）","品貸日数","品貸料率（年率換算/％）","最高料率（品貸日数分/円）","最低料率（品貸日数分/円）","応札ランク","制限措置","臨時措置","特別措置","新株引受・権利入札"
"8316","三井住友フィナンシャルグループ","20260331","","","","20260108","東証","貸借","97100","13000","1511600","0","18300","195100","1316500","5103.00","-","1","-","10.40","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20260107","東証","貸借","170800","300","1427500","0","35200","213400","1214100","5212.00","-","4","-","42.40","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20260106","東証","貸借","200","55200","1257000","31700","9500","248600","1008400","5330.00","-","1","-","10.80","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20260105","東証","貸借","0","107100","1312000","35000","0","226400","1085600","5183.00","-","1","-","10.40","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251230","東証","貸借","54600","15200","1419100","0","12700","191400","1227700","5041.00","-","1","-","10.20","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251229","東証","貸借","14100","1500","1379700","5200","2000","204100","1175600","5121.00","-","1","-","10.40","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251226","東証","貸借","100900","16600","1367100","5900","5800","200900","1166200","5101.00","-","6","-","62.40","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251225","東証","貸借","2600","12400","1282800","7000","1700","200800","1082000","5087.00","-","1","-","10.20","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251224","東証","貸借","74500","10400","1292600","100","10600","195500","1097100","5096.00","-","3","-","30.60","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251223","東証","貸借","3300","65400","1228500","27600","11000","206000","1022500","5129.00","-","1","-","10.40","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251222","東証","貸借","117700","13600","1290600","20000","1200","189400","1101200","5064.00","-","1","-","10.20","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251219","東証","貸借","111100","63100","1186500","19600","2300","170600","1015900","5020.00","-","1","-","10.20","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251218","東証","貸借","85900","2700","1138500","3400","300","153300","985200","4912.00","-","1","-","10.00","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251217","東証","貸借","9100","240300","1055300","4300","1400","150200","905100","4918.00","-","3","-","30.00","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251216","東証","貸借","104700","3100","1286500","0","48300","147300","1139200","4912.00","-","1","-","10.00","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251215","東証","貸借","49700","125600","1184900","21300","5200","195600","989300","5090.00","-","1","-","10.20","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251212","東証","貸借","300","105500","1260800","1000","79500","179500","1081300","4973.00","-","1","-","10.00","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251211","東証","貸借","100000","51300","1366000","30300","600","258000","1108000","4841.00","-","1","-","9.80","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251210","東証","貸借","210700","23300","1317300","1600","700","228300","1089000","4860.00","-","3","-","29.40","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251209","東証","貸借","14200","3400","1129900","8800","9100","227400","902500","4849.00","-","1","-","9.80","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251208","東証","貸借","57600","100","1119100","100","43000","227700","891400","4908.00","-","1","-","10.00","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251205","東証","貸借","25800","17700","1061600","43600","1900","270600","791000","4949.00","-","1","-","10.00","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251204","東証","貸借","35700","2700","1053500","28500","1200","228900","824600","4900.00","-","1","-","9.80","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251203","東証","貸借","54600","5100","1020500","1000","50500","201600","818900","4817.00","-","3","-","29.40","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251202","東証","貸借","6200","49200","971000","20100","38700","251100","719900","4918.00","-","1","-","10.00","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251201","東証","貸借","68800","23400","1014000","47200","24000","269700","744300","4771.00","-","1","-","9.60","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251128","東証","貸借","24700","11400","968600","12400","78500","246500","722100","4698.00","-","1","-","9.40","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251127","東証","貸借","11100","123600","955300","61000","7700","312600","642700","4675.00","-","1","-","9.40","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251126","東証","貸借","55000","60700","1067800","65500","17700","259300","808500","4624.00","-","3","-","28.20","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251125","東証","貸借","25400","101500","1073500","23900","200","211500","862000","4457.00","-","1","-","9.00","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251121","東証","貸借","11100","73100","1149600","3900","500","187800","961800","4449.00","-","1","-","9.00","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251120","東証","貸借","23100","16200","1211600","8900","22200","184400","1027200","4416.00","-","1","-","9.00","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251119","東証","貸借","80700","1000","1204700","23600","25800","197700","1007000","4374.00","-","4","-","35.20","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251118","東証","貸借","42800","25800","1125000","41700","114900","199900","925100","4359.00","-","1","-","8.80","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251117","東証","貸借","1900","253100","1108000","147700","0","273100","834900","4528.00","-","1","-","9.20","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251114","東証","貸借","77500","21700","1359200","0","48700","125400","1233800","4330.00","-","1","-","8.80","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251113","東証","貸借","82700","19500","1303400","32900","49000","174100","1129300","4331.00","-","1","-","8.80","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251112","東証","貸借","6100","121000","1240200","65700","3300","190200","1050000","4280.00","-","3","-","25.80","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251111","東証","貸借","38300","11900","1355100","4700","65700","127800","1227300","4198.00","-","1","-","8.40","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251110","東証","貸借","11400","59500","1328700","89500","0","188800","1139900","4189.00","-","1","-","8.40","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251107","東証","貸借","95300","200","1376800","1200","65000","99300","1277500","4162.00","-","1","-","8.40","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251106","東証","貸借","3200","158500","1281700","111000","8400","163100","1118600","4203.00","-","1","-","8.60","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251105","東証","貸借","61800","0","1437000","0","31400","60500","1376500","4071.00","-","3","-","24.60","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251104","東証","貸借","12300","86400","1375200","9900","3200","91900","1283300","4150.00","-","1","-","8.40","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251031","東証","貸借","11400","64300","1449300","10400","0","85200","1364100","4163.00","-","1","-","8.40","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251030","東証","貸借","140600","61400","1502200","18300","1100","74800","1427400","4131.00","-","1","-","8.40","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251029","東証","貸借","28500","54100","1423000","0","12600","57600","1365400","4081.00","-","4","-","32.80","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251028","東証","貸借","23700","3700","1448600","8300","11100","70200","1378400","4115.00","-","1","-","8.40","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251027","東証","貸借","100","49700","1428600","34200","4300","73000","1355600","4099.00","-","1","-","8.20","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251024","東証","貸借","24600","8400","1478200","6100","0","43100","1435100","4033.00","-","1","-","8.20","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251023","東証","貸借","36300","200","1462000","0","15300","37000","1425000","4039.00","-","1","-","8.20","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251022","東証","貸借","300","34700","1425900","3500","27000","52300","1373600","4087.00","-","3","-","24.60","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251021","東証","貸借","12000","42700","1460300","20900","4500","75800","1384500","4087.00","-","1","-","8.20","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251020","東証","貸借","23000","53300","1491000","54500","14300","59400","1431600","4084.00","-","1","-","8.20","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251017","東証","貸借","89900","700","1521300","6900","12900","19200","1502100","3900.00","-","1","-","7.80","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251016","東証","貸借","0","17800","1432100","18000","8000","25200","1406900","4024.00","-","1","-","8.20","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251015","東証","貸借","23700","9100","1449900","13000","0","15200","1434700","3957.00","-","3","-","24.00","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251014","東証","貸借","92400","43700","1435300","0","9800","2200","1433100","3885.00","-","1","-","7.80","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251010","東証","貸借","92900","0","1386600","7000","12500","12000","1374600","3991.00","-","1","-","8.00","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251009","東証","貸借","60800","3500","1293700","0","64100","17500","1276200","4098.00","-","1","-","8.20","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251008","東証","貸借","10700","58300","1236400","63100","17700","81600","1154800","4125.00","-","4","-","33.60","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251007","東証","貸借","21800","28300","1284000","12800","8100","36200","1247800","4053.00","-","1","-","8.20","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251006","東証","貸借","34700","10400","1290500","11000","15700","31500","1259000","4053.00","-","1","-","8.20","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251003","東証","貸借","36800","12100","1266200","2300","39400","36200","1230000","4048.00","-","1","-","8.20","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251002","東証","貸借","31800","50600","1241500","51500","5800","73300","1168200","4005.00","-","1","-","8.20","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20251001","東証","貸借","161700","76400","1260300","15100","17300","27600","1232700","4047.00","-","3","-","24.60","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250930","東証","貸借","76700","665700","1175000","10100","2000","29800","1145200","4176.00","-","1","-","8.40","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250929","東証","貸借","809100","37300","1764000","1000","1450500","21700","1742300","4105.00","-","1","-","8.40","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250926","東証","貸借","124500","196300","992200","539600","1200","1471200","-479000","4243.00","0.00","1","0.00","34.40","0.00","F","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250925","東証","貸借","65400","146700","1064000","11600","2200","932800","131200","4222.00","-","1","-","17.20","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250924","東証","貸借","4700","16800","1145300","904100","37100","923400","221900","4192.00","-","3","-","50.40","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250922","東証","貸借","46100","13200","1157400","24300","2500","56400","1101000","4187.00","-","1","-","16.80","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250919","東証","貸借","1500","165900","1124500","19600","32000","34600","1089900","4147.00","-","1","-","16.80","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250918","東証","貸借","16300","14400","1288900","37500","800","47000","1241900","4080.00","-","2","-","32.80","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250917","東証","貸借","48000","2200","1287000","8500","200","10300","1276700","4051.00","-","3","-","24.60","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250916","東証","貸借","32200","200","1241200","0","100","2000","1239200","4068.00","-","1","-","8.20","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250912","東証","貸借","5500","14300","1209200","2100","0","2100","1207100","4100.00","-","1","-","8.20","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250911","東証","貸借","36000","2100","1218000","0","19000","0","1218000","4085.00","-","1","-","8.20","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250910","東証","貸借","6000","96400","1184100","18900","200","19000","1165100","4123.00","-","4","-","33.60","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250909","東証","貸借","59800","20600","1274500","200","4600","300","1274200","4032.00","-","1","-","8.20","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250908","東証","貸借","21800","35200","1235300","2200","5200","4700","1230600","4090.00","-","1","-","8.20","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250905","東証","貸借","51700","2900","1248700","0","39700","7700","1241000","4084.00","-","1","-","8.20","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250904","東証","貸借","30000","87700","1199900","47400","4600","47400","1152500","4071.00","-","1","-","8.20","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250903","東証","貸借","96100","400","1257600","4600","25200","4600","1253000","3953.00","-","3","-","24.00","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250902","東証","貸借","400","22400","1161900","25200","0","25200","1136700","4082.00","-","1","-","8.20","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250901","東証","貸借","94900","27000","1183900","0","2700","0","1183900","4009.00","-","1","-","8.20","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250829","東証","貸借","24300","27300","1116000","2700","21000","2700","1113300","4048.00","-","1","-","8.20","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250828","東証","貸借","74100","1200","1119000","21000","0","21000","1098000","4063.00","-","1","-","8.20","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250827","東証","貸借","23900","5000","1046100","0","0","0","1046100","4067.00","-","3","-","24.60","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250826","東証","貸借","99400","40700","1027200","0","30200","0","1027200","4102.00","-","1","-","8.40","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250825","東証","貸借","76500","6700","968500","10500","12200","30200","938300","4144.00","-","1","-","8.40","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250822","東証","貸借","4900","37500","898700","30600","0","31900","866800","4127.00","-","1","-","8.40","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250821","東証","貸借","32500","96800","931300","1300","8800","1300","930000","4083.00","-","1","-","8.20","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250820","東証","貸借","51200","19700","995600","0","11900","8800","986800","4104.00","-","3","-","25.20","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250819","東証","貸借","59200","25300","964100","18000","100","20700","943400","4116.00","-","1","-","8.40","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250818","東証","貸借","104700","11200","930200","2700","179700","2800","927400","4167.00","-","1","-","8.40","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250815","東証","貸借","33300","144900","836700","150800","0","179800","656900","4265.00","-","1","-","8.60","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250814","東証","貸借","8000","101000","948300","16100","0","29000","919300","4075.00","-","1","-","8.20","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250813","東証","貸借","8700","94300","1041300","0","77200","12900","1028400","4004.00","-","3","-","24.60","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250812","東証","貸借","500","214800","1126900","72100","0","90100","1036800","3972.00","-","1","-","8.00","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250808","東証","貸借","24100","62200","1341200","0","26400","18000","1323200","3851.00","-","1","-","7.80","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250807","東証","貸借","2800","114200","1379300","600","0","44400","1334900","3824.00","-","1","-","7.80","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250806","東証","貸借","41600","47900","1490700","8800","0","43800","1446900","3773.00","-","4","-","30.40","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250805","東証","貸借","96100","9500","1497000","35000","0","35000","1462000","3743.00","-","1","-","7.60","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250804","東証","貸借","102300","35100","1410400","0","200","0","1410400","3714.00","-","1","-","7.60","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250801","東証","貸借","33500","21900","1343200","200","0","200","1343000","3823.00","-","1","-","7.80","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250731","東証","貸借","224800","0","1331600","0","24600","0","1331600","3855.00","-","1","-","7.80","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250730","東証","貸借","9000","22700","1106800","24600","0","24600","1082200","3842.00","-","3","-","23.40","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250729","東証","貸借","42600","70200","1120500","0","4000","0","1120500","3807.00","-","1","-","7.80","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250728","東証","貸借","186300","0","1148100","4000","11900","4000","1144100","3876.00","-","1","-","7.80","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250725","東証","貸借","33300","83900","961800","0","87800","11900","949900","3984.00","-","1","-","8.00","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250724","東証","貸借","86700","315800","1012400","100","16100","99700","912700","4002.00","-","1","-","8.20","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250723","東証","貸借","95000","351500","1241500","110900","0","115700","1125800","3821.00","-","3","-","23.40","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250722","東証","貸借","600","191600","1498000","4800","0","4800","1493200","3637.00","-","1","-","7.40","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250718","東証","貸借","5400","104200","1689000","0","3000","0","1689000","3598.00","-","1","-","7.20","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250717","東証","貸借","25200","80000","1787800","1000","0","3000","1784800","3609.00","-","1","-","7.40","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250716","東証","貸借","84300","34000","1842600","0","17100","2000","1840600","3597.00","-","4","-","28.80","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250715","東証","貸借","212300","3300","1792300","19100","0","19100","1773200","3644.00","-","1","-","7.40","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250714","東証","貸借","35300","500","1583300","0","58100","0","1583300","3638.00","-","1","-","7.40","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250711","東証","貸借","8400","88400","1548500","57800","500","58100","1490400","3650.00","-","1","-","7.40","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250710","東証","貸借","46900","26900","1628500","100","24300","800","1627700","3595.00","-","1","-","7.20","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250709","東証","貸借","12000","33400","1608500","24500","0","25000","1583500","3615.00","-","3","-","22.20","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250708","東証","貸借","91200","1400","1629900","0","0","500","1629400","3587.00","-","1","-","7.20","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250707","東証","貸借","56500","3700","1540100","500","41000","500","1539600","3614.00","-","1","-","7.40","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250704","東証","貸借","21500","160900","1487300","23000","0","41000","1446300","3692.00","-","1","-","7.40","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250703","東証","貸借","100","87000","1626700","5800","500","18000","1608700","3661.00","-","1","-","7.40","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250702","東証","貸借","6200","58800","1713600","8600","0","12700","1700900","3620.00","-","3","-","22.20","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250701","東証","貸借","11500","8000","1766200","3600","0","4100","1762100","3631.00","-","1","-","7.40","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250630","東証","貸借","15100","66600","1762700","0","3100","500","1762200","3634.00","-","1","-","7.40","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250627","東証","貸借","3800","44400","1814200","500","300","3600","1810600","3625.00","-","1","-","7.40","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250626","東証","貸借","6900","16400","1854800","3400","0","3400","1851400","3615.00","-","1","-","7.40","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250625","東証","貸借","52700","800","1864300","0","25000","0","1864300","3603.00","-","3","-","22.20","0.00","-","","","",""
"8316","三井住友フィナンシャルグループ","20260331","","","","20250624","東証","貸借","4400","66900","1812400","25000","0","25000","1787400","3622.00","-","1","-","7.40","0.00","-","","","",""
